"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.724434875E0,2.891191244E-1,-2.458249964E-2,-2.762228251E-1
3.734367875E0,2.607237101E-1,-2.215875685E-2,-2.546190023E-1
3.744300875E0,2.105496675E-1,-1.170438994E-2,-2.306082547E-1
3.754232875E0,1.367697269E-1,1.034285501E-2,-2.093980312E-1
3.764165875E0,5.006697401E-2,2.461523190E-2,-1.981769204E-1
3.774097875E0,-3.079592064E-2,3.250883892E-2,-1.772386283E-1
3.784030875E0,-9.489731491E-2,3.268565610E-2,-1.569042355E-1
3.793963875E0,-1.333959699E-1,3.158630431E-2,-1.458393335E-1
3.803895875E0,-1.589882672E-1,1.481909119E-2,-1.357187927E-1
3.813828875E0,-1.781390607E-1,-1.399311610E-2,-1.366021633E-1
3.823760875E0,-1.866894811E-1,-3.737855330E-2,-1.472442597E-1
3.833693875E0,-1.823096573E-1,-4.889858887E-2,-1.641422808E-1
3.843625875E0,-1.519917101E-1,-3.975932300E-2,-1.792203784E-1
3.853558875E0,-1.125452295E-1,-2.397716418E-2,-1.795966774E-1
3.863491875E0,-5.688171089E-2,-9.168855846E-3,-1.655420363E-1
3.873423875E0,1.156024169E-3,6.964840926E-3,-1.313137561E-1
3.883356875E0,7.207296789E-2,1.937756315E-2,-8.819509298E-2
3.893288875E0,1.364346445E-1,4.353189841E-2,-4.866046458E-2
3.903221875E0,1.746504009E-1,8.669725806E-2,-1.986461133E-2
3.913154875E0,1.743127108E-1,1.342429370E-1,1.322373282E-5
3.923086875E0,1.240026280E-1,1.662538201E-1,1.916380785E-2
3.933019875E0,4.364280775E-2,1.699031591E-1,2.636259794E-2
3.942951875E0,-3.989877924E-2,1.506210715E-1,3.206568211E-2
3.952884875E0,-9.181684256E-2,1.225385889E-1,3.722928464E-2
3.962816875E0,-1.056536213E-1,9.432503581E-2,3.889814764E-2
3.972749875E0,-7.693649083E-2,8.099938184E-2,3.651834652E-2
3.982682875E0,-1.785206608E-2,6.626012921E-2,3.204970434E-2
3.992614875E0,3.507346660E-2,4.188527912E-2,3.021105565E-2
4.002547875E0,6.356719881E-2,1.390242763E-2,3.449176624E-2
4.012479875E0,7.565049082E-2,1.351440512E-2,4.212731495E-2
4.022412875E0,7.391928136E-2,5.500140041E-2,5.758114904E-2
4.032345875E0,7.246892154E-2,1.176525354E-1,6.978801638E-2
4.042277875E0,8.953873813E-2,1.756237000E-1,8.062945306E-2
4.052210875E0,1.117276624E-1,2.124155462E-1,7.276993245E-2
4.062142875E0,1.355315745E-1,2.082066238E-1,5.354896188E-2
4.072075875E0,1.350599378E-1,1.529007554E-1,1.759628765E-2
4.082007875E0,9.844444692E-2,5.838991329E-2,-2.277256176E-2
4.091940875E0,1.988545433E-2,-6.563936174E-2,-5.322900414E-2
4.101873875E0,-9.057524800E-2,-1.971431822E-1,-6.205842644E-2
4.111805875E0,-2.113125920E-1,-2.870144844E-1,-3.100090846E-2
4.121738875E0,-2.849296927E-1,-2.989646196E-1,2.729299664E-2
4.131670875E0,-2.667930126E-1,-2.244017273E-1,1.108211800E-1
4.141603875E0,-1.265767366E-1,-8.100201935E-2,2.052932233E-1
4.151536875E0,9.234177321E-2,1.020724624E-1,3.060496449E-1
4.161468875E0,3.149556518E-1,2.598309815E-1,3.802362978E-1
4.171401875E0,4.706879854E-1,3.116142750E-1,4.208660126E-1
4.181333875E0,5.267653465E-1,2.439995110E-1,4.278946817E-1
4.191266875E0,4.994543493E-1,8.890580386E-2,3.952334225E-1
4.201198875E0,3.977563083E-1,-1.056059226E-1,3.356253207E-1
4.211131875E0,2.605736852E-1,-2.723283470E-1,2.610946298E-1
4.221064875E0,1.009533852E-1,-3.844585419E-1,1.950775683E-1
4.230996875E0,-5.875771493E-2,-4.322143495E-1,1.345559061E-1
4.240929875E0,-2.051337063E-1,-4.175810218E-1,8.632445335E-2
4.250861875E0,-3.229489923E-1,-3.538159132E-1,5.114782974E-2
4.260794875E0,-3.946444690E-1,-2.676136196E-1,2.771936916E-2
4.270726875E0,-4.288136065E-1,-1.583715826E-1,4.255588632E-3
4.280659875E0,-4.098197222E-1,-4.310752824E-2,-1.745149493E-2
4.290592875E0,-3.551687300E-1,4.026459157E-2,-3.262458742E-2
4.300524875E0,-2.700845599E-1,9.858885407E-2,-1.452683844E-2
4.310457875E0,-1.741359383E-1,1.209828407E-1,3.867938742E-2
4.320389875E0,-6.146088615E-2,1.191638410E-1,1.158854067E-1
4.330322875E0,6.797593832E-2,1.095442399E-1,2.157163918E-1
4.340255875E0,1.978965253E-1,9.485740960E-2,3.107118607E-1
4.350187875E0,3.127653003E-1,7.382696122E-2,3.834441304E-1
4.360120875E0,4.033308327E-1,5.514503643E-2,4.298525453E-1
4.370052875E0,4.671289921E-1,3.354626894E-2,4.519927204E-1
4.379985875E0,4.900342524E-1,1.780458726E-3,4.553923011E-1
4.389917875E0,4.668335915E-1,-3.768891841E-2,4.343006015E-1
4.399850583E0,4.101221263E-1,-7.193205506E-2,3.983322382E-1
4.409783583E0,3.314488828E-1,-8.425050974E-2,3.486674726E-1
4.419715583E0,2.378796637E-1,-7.837531716E-2,2.898675203E-1
4.429648583E0,1.383557320E-1,-6.336200982E-2,2.326273918E-1
4.439580583E0,3.998373076E-2,-3.779779002E-2,1.784158647E-1
4.449513583E0,-4.983750358E-2,-2.341831848E-2,1.476164013E-1
4.459446583E0,-1.198466122E-1,-2.637553215E-2,1.368967593E-1
4.469378583E0,-1.671752334E-1,-2.250223048E-2,1.397085190E-1
4.479311583E0,-1.869276166E-1,-1.678988338E-2,1.450164318E-1
4.489243583E0,-1.762331575E-1,-2.089008689E-2,1.490519196E-1
4.499176583E0,-1.493619829E-1,-4.853727669E-2,1.498183310E-1
4.509108583E0,-1.093234792E-1,-8.042756468E-2,1.464105546E-1
4.519041583E0,-7.490206510E-2,-1.049320996E-1,1.457686126E-1
4.528974583E0,-6.632961333E-2,-1.332292408E-1,1.297398359E-1
4.538906583E0,-8.086699247E-2,-1.542149186E-1,1.162032336E-1
4.548839583E0,-1.095582917E-1,-1.721760929E-1,9.606414288E-2
4.558771583E0,-1.373696923E-1,-1.939136088E-1,8.136029541E-2
4.568704583E0,-1.516426355E-1,-1.791442633E-1,6.527587026E-2
4.578637583E0,-1.436188221E-1,-1.041131765E-1,5.006898195E-2
4.588569583E0,-1.120257303E-1,9.842157364E-3,4.187683389E-2
4.598502583E0,-7.714648545E-2,1.115768328E-1,3.590931743E-2
4.608434583E0,-5.443663895E-2,1.376206875E-1,2.984822914E-2
4.618367583E0,-3.565914556E-2,9.587639570E-2,4.842360318E-2
4.628300583E0,-3.045542166E-3,3.899579868E-2,8.842721581E-2
4.638232583E0,5.996680632E-2,-2.509638667E-2,1.438921392E-1
4.648165583E0,1.272462457E-1,-9.377186000E-2,1.815572381E-1
4.658097583E0,1.786580980E-1,-1.621277183E-1,1.915399730E-1
4.668030583E0,2.025764883E-1,-2.239045352E-1,1.909442246E-1
4.677962583E0,2.055021524E-1,-2.575940192E-1,1.873773485E-1
4.687895583E0,1.859476268E-1,-2.692719996E-1,1.568127871E-1
4.697828583E0,1.351490319E-1,-2.622589171E-1,1.093381718E-1
4.707760583E0,5.804251879E-2,-2.303435951E-1,6.249263883E-2
4.717693583E0,-2.185651474E-2,-1.726852953E-1,1.375297830E-2
4.727625583E0,-9.017538279E-2,-8.577063680E-2,-1.351219881E-2
4.737558583E0,-1.110254824E-1,1.928238943E-2,-1.807267964E-2
4.747490583E0,-6.363293529E-2,1.135748029E-1,-2.233240567E-2
4.757423583E0,4.570582882E-2,1.753345132E-1,-4.443057626E-2
4.767356583E0,1.541585326E-1,1.855360121E-1,-9.105160832E-2
4.777288583E0,2.207863480E-1,1.259239912E-1,-1.371446401E-1
4.787221583E0,2.325410098E-1,4.453352839E-2,-1.687640846E-1
4.797153583E0,1.931595802E-1,-2.566045895E-2,-1.988400966E-1
4.807086583E0,1.267256886E-1,-5.297011137E-2,-2.239707559E-1
4.817019583E0,5.138827860E-2,-3.792036325E-2,-2.354987115E-1
4.826951583E0,-1.871597394E-2,7.187993266E-3,-2.375067323E-1
4.836884583E0,-7.273034751E-2,7.877357304E-2,-2.205457985E-1
4.846816583E0,-1.096769124E-1,1.575448215E-1,-1.890209019E-1
4.856749583E0,-1.469418705E-1,2.367048264E-1,-1.607911140E-1
4.866682583E0,-1.720858365E-1,3.074045777E-1,-1.501438022E-1
4.876614583E0,-1.720729321E-1,3.637911677E-1,-1.674689800E-1
4.886547583E0,-1.534566432E-1,3.839736581E-1,-2.184988707E-1
4.896479583E0,-1.085809320E-1,3.788641393E-1,-2.812165320E-1
4.906412583E0,-2.456006221E-2,3.453024626E-1,-3.305659890E-1
4.916344583E0,8.732664585E-2,2.853360772E-1,-3.510017097E-1
4.926277583E0,2.171802521E-1,2.036004663E-1,-3.489952981E-1
4.936210583E0,3.479896784E-1,1.250232309E-1,-3.231034875E-1
4.946142583E0,4.639671445E-1,5.602364987E-2,-2.835718095E-1
4.956075583E0,5.404782891E-1,2.525827475E-2,-2.471440583E-1
4.966007583E0,5.682255030E-1,3.802067786E-2,-2.164926678E-1
4.975940583E0,5.507922173E-1,8.705066144E-2,-1.964526474E-1
4.985873583E0,4.958966970E-1,1.453797370E-1,-1.899436116E-1
4.995805583E0,4.098953605E-1,1.844406277E-1,-1.975352019E-1
5.005738583E0,3.136500716E-1,1.764096022E-1,-2.126324028E-1
5.015670583E0,2.355385572E-1,1.458381116E-1,-2.104961276E-1
5.025603583E0,2.009118646E-1,1.165225729E-1,-1.931640059E-1
5.035535583E0,1.943190098E-1,9.982158244E-2,-1.809330732E-1
5.045468583E0,2.150357366E-1,9.623643756E-2,-1.607889235E-1
5.055401583E0,2.405370623E-1,1.057415307E-1,-1.378896534E-1
5.065333583E0,2.493731678E-1,1.200355142E-1,-1.041375324E-1
5.075266583E0,2.583620250E-1,1.380121708E-1,-6.284921616E-2
5.085198583E0,2.511437833E-1,1.363128126E-1,-2.275159769E-2
5.095131583E0,2.393631935E-1,1.303147674E-1,2.835955936E-3
5.105064583E0,2.312951386E-1,1.422776878E-1,8.631793782E-3
5.114996583E0,2.177886665E-1,1.600549519E-1,-9.502518806E-4
5.124929583E0,1.932258010E-1,1.732208133E-1,-8.149575442E-3
5.134861583E0,1.539281011E-1,1.805838197E-1,3.172239056E-3
5.144794583E0,1.034060642E-1,1.774620712E-1,2.226124518E-2
5.154726583E0,4.523739964E-2,1.587595791E-1,4.508355260E-2
5.164659583E0,-8.123558015E-3,1.190963238E-1,6.118262559E-2
5.174592583E0,-4.635709524E-2,6.278026104E-2,7.090235502E-2
5.184524583E0,-7.486889511E-2,7.146026939E-3,8.378992230E-2
5.194457583E0,-8.560848236E-2,-2.218206413E-2,9.483482689E-2
5.204389583E0,-9.701613337E-2,-2.242361382E-2,1.068456843E-1
5.214322583E0,-9.705551714E-2,3.049398214E-2,1.211103350E-1
5.224255583E0,-6.611011922E-2,1.612205654E-1,1.507822126E-1
5.234187583E0,-2.096774429E-2,2.854542136E-1,1.839801669E-1
5.244120583E0,9.307869710E-3,3.520220518E-1,2.005461007E-1
5.254052583E0,2.430969663E-2,3.897050619E-1,2.187720686E-1
5.263985583E0,1.417477056E-2,4.038041234E-1,2.060022056E-1
5.273918583E0,-2.195691504E-2,3.308199048E-1,1.596420109E-1
5.283850583E0,-9.047711641E-2,1.970362961E-1,7.541608065E-2
5.293783583E0,-1.920567155E-1,4.496764019E-2,-6.098559592E-3
5.303715583E0,-2.850388587E-1,-4.372148216E-2,-6.140389293E-2
5.313648583E0,-3.190404475E-1,-3.742735460E-2,-8.024801314E-2
5.323580583E0,-2.672717869E-1,6.071545556E-2,-5.818532035E-2
5.333513583E0,-1.289891899E-1,1.970802397E-1,2.803342883E-3
5.343446583E0,6.044118106E-2,3.171270192E-1,7.114431262E-2
5.353378583E0,2.129196972E-1,3.550709188E-1,1.188220233E-1
5.363311583E0,2.970723808E-1,2.920725048E-1,1.420032382E-1
5.373243583E0,3.020362854E-1,1.509710848E-1,1.385000646E-1
5.383176583E0,2.433370352E-1,-2.646495402E-2,1.047796533E-1
5.393109583E0,1.360359788E-1,-2.053585947E-1,4.220842570E-2
5.403041750E0,-5.063345656E-3,-3.598618805E-1,-4.159859195E-2
5.412974750E0,-1.727772951E-1,-4.420965016E-1,-1.238770783E-1
5.422906750E0,-3.414853811E-1,-4.381408989E-1,-1.786596328E-1
5.432839750E0,-4.713123441E-1,-3.668465018E-1,-2.208560705E-1
5.442771750E0,-5.299828649E-1,-2.429378778E-1,-2.401874214E-1
5.452704750E0,-5.105718970E-1,-9.281729907E-2,-2.388038635E-1
5.462637750E0,-4.232763946E-1,4.552673176E-2,-2.080853581E-1
5.472569750E0,-2.931970060E-1,1.487193555E-1,-1.561243534E-1
5.482502750E0,-1.535110027E-1,2.086404860E-1,-9.601840377E-2
5.492434750E0,-4.505319893E-2,2.144943625E-1,-3.514529765E-2
5.502367750E0,3.905448690E-2,1.674743891E-1,2.319444343E-2
5.512300750E0,9.160383791E-2,9.714312106E-2,6.478080899E-2
5.522232750E0,1.151435226E-1,1.781021245E-2,8.417581767E-2
5.532165750E0,1.288143694E-1,-5.026504770E-2,9.585797042E-2
5.542097750E0,1.481140256E-1,-1.136205867E-1,9.763137251E-2
5.552030750E0,1.728847474E-1,-1.612395644E-1,7.699586451E-2
5.561963750E0,2.021179944E-1,-1.744099557E-1,3.653738275E-2
5.571895750E0,2.335428447E-1,-1.586429328E-1,-1.854089322E-3
5.581828750E0,2.573943734E-1,-1.325916201E-1,-2.362330072E-2
5.591760750E0,2.596215904E-1,-1.112187803E-1,-2.638208866E-2
5.601693750E0,2.567954361E-1,-8.918884397E-2,-2.925617248E-2
5.611625750E0,2.425422966E-1,-6.190767884E-2,-1.243000664E-2
5.621558750E0,2.354058325E-1,-2.676327527E-2,1.638166606E-2
5.631491750E0,2.290798575E-1,-3.939391579E-3,4.720651731E-2
5.641423750E0,2.200621217E-1,1.705178060E-3,7.721341401E-2
5.651356750E0,2.101346850E-1,-7.070591673E-4,9.135476500E-2
5.661288750E0,1.991182566E-1,-1.022093650E-2,7.683573663E-2
5.671221750E0,1.836255342E-1,-3.462622315E-2,3.051224910E-2
5.681154750E0,1.534806788E-1,-6.825235486E-2,-3.472667560E-2
5.691086750E0,1.207183003E-1,-1.099510938E-1,-8.713174611E-2
5.701019750E0,7.691463083E-2,-1.479882300E-1,-1.098541096E-1
5.710951750E0,4.980789497E-2,-1.749895066E-1,-9.981023520E-2
5.720884750E0,3.125817701E-2,-1.889993250E-1,-5.740685016E-2
5.730816750E0,3.669171408E-2,-1.758065522E-1,-8.607133292E-3
5.740749750E0,4.850256443E-2,-1.352929622E-1,2.845767699E-2
5.750682750E0,5.508781597E-2,-8.033829182E-2,5.931937322E-2
5.760614750E0,4.970024154E-2,-3.573993221E-2,6.106533855E-2
5.770547750E0,2.408894524E-2,-1.960363612E-2,3.116349503E-2
5.780479750E0,-2.594412677E-2,-6.635116786E-2,-3.190734610E-2
5.790412750E0,-1.095646694E-1,-1.827453524E-1,-9.524352103E-2
5.800345750E0,-1.929176152E-1,-2.906992435E-1,-1.362439543E-1
5.810277750E0,-2.464776337E-1,-3.539288640E-1,-1.480409801E-1
5.820210750E0,-2.888948619E-1,-3.643223643E-1,-1.779906154E-1
5.830142750E0,-3.202749789E-1,-2.998879850E-1,-2.032124251E-1
5.840075750E0,-3.212561011E-1,-1.759622842E-1,-1.985782683E-1
5.850008750E0,-2.996243834E-1,-2.020534500E-2,-1.780254394E-1
5.859940750E0,-2.800674438E-1,9.763127565E-2,-1.695752293E-1
5.869873750E0,-2.927632034E-1,1.495082378E-1,-1.530669928E-1
5.879805750E0,-3.239884973E-1,1.496640295E-1,-1.211761758E-1
5.889738750E0,-3.100188076E-1,1.248609349E-1,-7.375185937E-2
5.899670750E0,-2.133018225E-1,9.992974997E-2,-2.141515352E-2
5.909603750E0,-4.902321845E-2,6.527505815E-2,8.549815975E-3
5.919536750E0,1.383868903E-1,3.954173625E-2,1.191977970E-2
5.929468750E0,3.196372390E-1,1.602178998E-2,-2.130236244E-3
5.939401750E0,4.332468808E-1,-2.092504315E-2,-2.428800240E-2
5.949333750E0,4.513134360E-1,-5.786922574E-2,-6.385366619E-2
5.959266750E0,3.758668900E-1,-1.005208194E-1,-1.195763126E-1
5.969199750E0,2.026813626E-1,-1.226045415E-1,-1.995909512E-1
5.979131750E0,-2.243963629E-2,-1.065747067E-1,-2.848155499E-1
5.989064750E0,-2.513962388E-1,-4.025525600E-2,-3.551003933E-1
5.998996750E0,-4.381922185E-1,5.171301588E-2,-3.926866651E-1
6.008929750E0,-5.372640491E-1,1.325249374E-1,-4.085368812E-1
6.018862750E0,-5.439315438E-1,1.938796490E-1,-3.979862332E-1
6.028794750E0,-4.651786983E-1,2.330123037E-1,-3.660464883E-1
6.038727750E0,-3.338236213E-1,2.309275717E-1,-3.211096525E-1
6.048659750E0,-1.860181838E-1,1.942757666E-1,-2.697859704E-1
6.058592750E0,-4.511486739E-2,1.440940946E-1,-2.187137306E-1
6.068524750E0,7.630874217E-2,1.006260961E-1,-1.802102625E-1
6.078457750E0,1.730065197E-1,6.291307509E-2,-1.605420262E-1
6.088390750E0,2.484033853E-1,4.170294851E-2,-1.568180621E-1
6.098322750E0,3.057630956E-1,4.474055022E-2,-1.711551845E-1
6.108255750E0,3.316733837E-1,5.631444231E-2,-1.972192526E-1
6.118187750E0,3.227272928E-1,6.428289413E-2,-2.123145908E-1
6.128120750E0,2.915077209E-1,6.219174340E-2,-2.191152722E-1
6.138053750E0,2.307365239E-1,3.892317042E-2,-2.087017745E-1
6.147985750E0,1.588520706E-1,1.932996884E-2,-1.975854784E-1
6.157918750E0,8.868177980E-2,1.849586517E-2,-1.884910464E-1
6.167850750E0,3.159790486E-2,3.067233041E-2,-1.823057085E-1
6.177783750E0,-3.556886688E-3,6.221267954E-2,-1.849020272E-1
6.187716750E0,-2.495909669E-2,8.603974432E-2,-2.002599686E-1
6.197648750E0,-3.532491997E-2,9.003022313E-2,-2.057887018E-1
6.207581750E0,-2.731591836E-2,8.164690435E-2,-1.906927079E-1
6.217513750E0,-6.532607600E-3,7.517568767E-2,-1.661072075E-1
6.227446750E0,2.756697685E-2,7.954271883E-2,-1.295818388E-1
6.237378750E0,7.071685046E-2,9.077593684E-2,-8.953002840E-2
6.247311750E0,1.087357774E-1,1.002837270E-1,-5.488505214E-2
6.257244750E0,1.392151266E-1,1.110937670E-1,-1.257408317E-2
6.267176750E0,1.538795680E-1,1.170986891E-1,3.164315969E-2
6.277109750E0,1.544119269E-1,1.175719351E-1,7.838270813E-2
6.287041750E0,1.317654103E-1,1.151880100E-1,1.203776672E-1
6.296974750E0,9.543429315E-2,1.139001027E-1,1.603938043E-1
6.306907750E0,5.328539014E-2,1.174064800E-1,1.911828667E-1
6.316839750E0,7.358911447E-3,1.187585667E-1,2.114849389E-1
6.326772750E0,-2.681122348E-2,9.718383849E-2,2.287934572E-1
6.336704750E0,-4.015818983E-2,5.644732341E-2,2.648667693E-1
6.346637750E0,-4.666583985E-2,1.151605602E-2,3.098163307E-1
6.356570750E0,-6.444323808E-2,-2.065732703E-2,3.537150621E-1
6.366502750E0,-9.305536747E-2,-8.919363841E-3,3.785957694E-1
6.376435750E0,-1.101342216E-1,7.792764902E-2,3.923379481E-1
6.386367750E0,-1.081632525E-1,1.879275292E-1,3.793044984E-1
6.396301208E0,-1.025053710E-1,2.700959146E-1,3.331905305E-1
6.406234208E0,-8.783472329E-2,3.063901365E-1,2.875120938E-1
6.416166208E0,-6.109604612E-2,3.108853102E-1,2.554135323E-1
6.426099208E0,-3.384113312E-2,2.513733506E-1,2.122479677E-1
6.436031208E0,-3.295083717E-2,1.343407482E-1,1.561466157E-1
6.445964208E0,-8.982975781E-2,-5.806016270E-3,1.258998513E-1
6.455896208E0,-1.497716457E-1,-1.007162854E-1,1.257517785E-1
6.465829208E0,-1.850505620E-1,-1.259646714E-1,1.614972800E-1
6.475762208E0,-1.342283934E-1,-6.028952077E-2,2.429165095E-1
6.485694208E0,1.475922018E-2,7.913556695E-2,3.331441581E-1
6.495627208E0,2.093683928E-1,2.251452506E-1,4.033237696E-1
6.505559208E0,3.735798597E-1,2.960058749E-1,4.298807383E-1
6.515492208E0,4.463843107E-1,2.573167980E-1,4.189884067E-1
6.525425208E0,4.121240079E-1,1.390768737E-1,3.771885931E-1
6.535357208E0,2.827319503E-1,-4.226228967E-2,3.074409366E-1
6.545290208E0,9.231017530E-2,-2.392573655E-1,2.221918702E-1
6.555222208E0,-1.376588494E-1,-3.963713646E-1,1.321669072E-1
6.565155208E0,-3.707301319E-1,-4.574291408E-1,5.615808070E-2
6.575088208E0,-5.591666698E-1,-4.084128737E-1,2.294583246E-3
6.585020208E0,-6.553713083E-1,-2.760768533E-1,-2.296728641E-2
6.594953208E0,-6.487379074E-1,-1.027796343E-1,-3.078952245E-2
6.604885208E0,-5.448666811E-1,7.178471237E-2,-2.028388530E-2
6.614818208E0,-3.860426843E-1,2.180583030E-1,5.588725209E-3
6.624750208E0,-2.173889279E-1,3.198803365E-1,5.462707207E-2
6.634683208E0,-5.949570611E-2,3.484555185E-1,1.080836430E-1
6.644616208E0,7.110349834E-2,3.125538826E-1,1.489539891E-1
6.654548208E0,1.757063419E-1,2.256192714E-1,1.774194539E-1
6.664481208E0,2.433591187E-1,1.181306317E-1,1.874788553E-1
6.674413208E0,2.777751386E-1,6.086126901E-3,1.787034720E-1
6.684346208E0,2.857480347E-1,-7.630343735E-2,1.693420857E-1
6.694279208E0,2.732812464E-1,-1.212709099E-1,1.587885022E-1
6.704211208E0,2.655617893E-1,-1.242252439E-1,1.284095943E-1
6.714144208E0,2.583033442E-1,-9.180365503E-2,8.124022186E-2
6.724076208E0,2.579157054E-1,-5.980068445E-2,2.748887986E-2
6.734009208E0,2.550331056E-1,-4.848225042E-2,-1.230513770E-2
6.743942208E0,2.591648996E-1,-5.115512758E-2,-2.849163301E-2
6.753874208E0,2.684033811E-1,-5.786442757E-2,-1.755509526E-2
6.763807208E0,2.722555995E-1,-5.250557885E-2,1.413076767E-3
6.773739208E0,2.808056772E-1,-3.131693602E-2,2.900475636E-2
6.783672208E0,2.945222855E-1,-9.241996333E-3,5.290609598E-2
6.793605208E0,3.014281392E-1,3.752632067E-3,6.026653945E-2
6.803537208E0,3.134848475E-1,6.177557632E-3,4.744255170E-2
6.813470208E0,3.210197389E-1,-4.977359436E-3,1.285448018E-2
6.823402208E0,2.960652411E-1,-4.730517417E-2,-4.394650459E-2
6.833335208E0,2.470513731E-1,-1.088574827E-1,-1.012502760E-1
6.843267208E0,1.936823726E-1,-1.601971239E-1,-1.440727115E-1
6.853200208E0,1.352134645E-1,-1.781612039E-1,-1.764154732E-1
6.863133208E0,8.010430634E-2,-1.707927436E-1,-1.824968755E-1
6.873065208E0,4.406188056E-2,-1.375764757E-1,-1.638792455E-1
6.882998208E0,2.488590032E-2,-8.545228839E-2,-1.415890753E-1
6.892930208E0,3.185539320E-2,-2.528774738E-2,-1.221456006E-1
6.902863208E0,5.326781422E-2,1.181879919E-2,-1.094145179E-1
6.912796208E0,7.839927077E-2,3.410066664E-2,-1.134372205E-1
6.922728208E0,8.002988249E-2,4.172633402E-3,-1.423513591E-1
6.932661208E0,1.937692426E-2,-7.435519993E-2,-1.880117804E-1
6.942593208E0,-9.271428734E-2,-1.757958680E-1,-2.349713892E-1
6.952526208E0,-2.430108339E-1,-2.925952077E-1,-2.650137246E-1
6.962459208E0,-3.858563304E-1,-3.538133800E-1,-2.704378963E-1
6.972391208E0,-4.614176750E-1,-3.264872134E-1,-2.455741018E-1
6.982324208E0,-4.274270833E-1,-2.171275318E-1,-1.891805977E-1
6.992256208E0,-2.944234908E-1,-1.033641994E-1,-1.165679097E-1
7.002189208E0,-1.431748867E-1,-6.696587801E-2,-4.049572721E-2
7.012122208E0,-1.621853560E-2,-7.102613896E-2,5.804362893E-2
7.022054208E0,1.002152637E-1,-6.248813868E-2,1.619697660E-1
7.031987208E0,1.887182444E-1,-5.895812064E-2,2.196351886E-1
7.041919208E0,2.041726708E-1,-9.384815395E-2,2.026229501E-1
7.051852208E0,1.258134246E-1,-1.485614628E-1,1.371368915E-1
7.061784208E0,-1.885085553E-2,-1.813381463E-1,4.981961101E-2
7.071717208E0,-1.751512438E-1,-1.676681489E-1,-3.234343603E-2
7.081650208E0,-2.928434908E-1,-1.216125041E-1,-1.029460654E-1
7.091582208E0,-3.373781741E-1,-7.029338926E-2,-1.682393104E-1
7.101515208E0,-3.221819997E-1,-1.365610585E-2,-2.205228955E-1
7.111447208E0,-2.696524858E-1,3.266878426E-2,-2.559493184E-1
7.121380208E0,-2.016592622E-1,6.168947741E-2,-2.676947415E-1
7.131313208E0,-1.379434019E-1,8.861056715E-2,-2.576807141E-1
7.141245208E0,-1.029482409E-1,1.150789186E-1,-2.500865161E-1
7.151178208E0,-1.145023629E-1,1.327484697E-1,-2.562357485E-1
7.161110208E0,-1.968418807E-1,1.400164813E-1,-2.740804553E-1
7.171043208E0,-3.307535946E-1,1.402939856E-1,-2.848449349E-1
7.180976208E0,-4.724053144E-1,1.518429667E-1,-2.740814686E-1
7.190908208E0,-5.679233074E-1,1.783776432E-1,-2.499990016E-1
7.200841208E0,-5.923703313E-1,2.071302831E-1,-2.221636325E-1
7.210773208E0,-5.517411828E-1,2.269559205E-1,-1.888291091E-1
7.220706208E0,-4.487142563E-1,2.304340303E-1,-1.443492323E-1
7.230638208E0,-2.944090962E-1,2.204626352E-1,-9.956657141E-2
7.240571208E0,-1.251098514E-1,1.810285449E-1,-6.240430102E-2
7.250504208E0,3.414293006E-2,1.226312816E-1,-4.647726566E-2
7.260436208E0,1.533546597E-1,5.432103202E-2,-4.704044759E-2
7.270369208E0,2.251670659E-1,3.797139041E-3,-6.974256784E-2
7.280302208E0,2.494608015E-1,-2.105473913E-2,-1.069264263E-1
7.290234208E0,2.408063263E-1,-2.345424704E-2,-1.536782086E-1
7.300167208E0,2.080340236E-1,3.570205532E-3,-1.899262518E-1
7.310099208E0,1.758409292E-1,3.812498599E-2,-2.112339437E-1
7.320032208E0,1.375013292E-1,5.293697491E-2,-2.125030607E-1
7.329964208E0,8.946828544E-2,4.678666964E-2,-1.947128773E-1
7.339897208E0,3.058938310E-2,2.440540493E-2,-1.635200679E-1
7.349830208E0,-1.113515999E-2,-5.122392904E-3,-1.242536232E-1
7.359762208E0,-2.654240280E-2,-3.919956833E-2,-8.493591100E-2
7.369695208E0,-7.019035518E-3,-6.639656425E-2,-5.247864127E-2
7.379627208E0,3.906939924E-2,-6.485810131E-2,-4.068358243E-2
